text,sentiment
 I want to be at ,1
they tryna get me 2 sing on mic n i said NO NO NOOOOOOOO,1
Waiting in line to get gas..94 degrees today,1
worth the money satisfactory,2
worth every penny okay,1
classy product i like very much,2
fabulous! nice backup,2
worthless very bad product flipkart,0
absolute rubbish! dont buy this product because jar is not working,0
nice product nice,2
" Kinda the same here, maybe just a **** good coffee? Same dilemma, tho.",1
fabulous! i like,2
good product but check for tape at any part of table i replaced product bcoz first one is damaged make sure there is no tape on table when you open the product bcoz seller tries to hide damaged part after replacement got it in well conditiongood product and quality also looks good,0
mind-blowing purchase wonderful,2
I wanna be out in the sunshineeeeeee,1
wonderful its to good thank you flipkart thank you for offer me,2
I`m scared to set the pw on my BB bc I might forget it & end up losing all my data. But yet I have financial info on it. Catch 22,0
good choice we dont get ribbin in the neck but the product is awesome and nice,2
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,1
hated it! worst taste,0
 Hey,1
terrific good,2
delightful great productbut has some lump formation when mixing other than that ok,1
wonderful good,2
very poor chimney is good as expected but installation by third party is extremely unprofessional they just come to make more money by telling many lies and dont do anything properly but as warranty will not be provided by company if you install yourself so you are forced to take installation service you have to certainly get it reinstalled by some expert afterward this is the only negative side to spoil the name of a brand like faber chimney is good with nice suction power accessories for in,0
good quality product product is very goodbut installation was very badhe didnt do any thing,1
Amost there,1
" Thought you should mention that you don`t need to enable Growl in Tweetie to make your plugin work, and to avoid duped notifications",1
simply awesome darun,1
 It`s because we`re right,1
slightly disappointed the delivery is good but the size of the plates is so small and the quality of the product is not as good as expected the quality should be more better,1
absolute rubbish! bad product,0
terrible product uselees compatments,1
I want to be in love.......,2
nice product its nicenot disappointing,0
Home !! Home @ last !!!!! Time to step outside for some life,1
terrific nice book,2
hated it! totally westing of timenot working after installation and not any support by company,0
 mark harmon just got shot on my tv,1
" We don`t really offer that service as we`re web/graphic designers and not desktop publishers. So, I thought maybe you could help?",1
brilliant good value for money,2
fabulous! good quality external hard drive,2
Migraine is fighting its way back from last night.,0
good book is goodbut the packing quality is very poor its my request to flipkart please do proper packing,0
just okay not so good,0
wonderful 8 months after review mi tv features are quite impressive but it takes 20 to 30 sec to boot up and this is really frustrating everytime time you start tv you need to wait 30 sec to wait for actually screen i need to add 1 of the valuable point is dont look out for android based tv in low price range because yet it is not successful you will feel major lag out while running applications better way is that just go for smart tv like samsung and lg which takes hardly 2 sec to start afte,0
great product best items,2
not specified bad quality,0
Listening my own playing on a friends album and being disgusted by every second of it... **** I suck.  Normal reaction. Every album.,0
reading is wrong this is showing the reading as 155 t0 165 while the one the water purifier technician carrying shows around 280 the reading is not accurate or perhaps needs calibration,1
The most painful sound in the world to me is the crying of someone I love. What`s worse is I can`t even hold them and say I`m sorry,0
fabulous! nice,2
fair under the 70 sound quality is excellent,1
terrific purchase good quality,2
worth the money good product,2
terrific purchase nice products,2
I`m stuffed n can`t move,1
"The one day I do my hair, weather sucks  where is the sun?",0
pretty good awesome but noice is much,1
sitting at home doing nothing. gonna be like this all weekend,1
wonderful ok,1
utterly disappointed most useless product this product showing nagative result where rt pcr is report is postive it happen with me last week,0
good choice very nice product,2
after show at our house rocked! saying goodbye soon,1
"even though it`s only 7am on Saturday morning, it feels like the weekend is already over. btw I`m awake because I had a bad dream..",0
horrible waste of money very bad,0
good quality product nice products,2
() 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I`m tired. 7-Aaaand I`m out.,1
great product good product,2
" I mailed  for some help, you got reply right now from him, I didn`t get, which should probly mean I won`t get it",1
does the job not upto the mark,1
must buy! nice,2
moderate bad,0
decent product very small,1
Grad present photos on facebook,1
wonderful ok,1
 whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol jk,1
http://twitpic.com/67x7n - MISS THEM ALREADY,0
highly recommended nice,2
very poor small size,1
" Better than work, work, 10 minutes for lunch, work, work, work? Actually it might be. I don`t work very hard",1
bad quality quality of plastic used is very bad in just one use the edges of lids hv started to chip off not at all value for money,0
utterly disappointed very poor products,0
could be way better not satisfied much just ok,1
bad quality remote controlling is hard,0
last real seventh hour,1
not good bad quality,0
very good nice product,2
I`m really nervous about giving a speech at a wedding tomorrow,0
brilliant nyc product,2
nice ok good,2
wonderful nice,2
okay really really bored. i watched a michael jackson concert from 1992. he`s awesome  and his short films r coolio too (:,1
perfect product! sound quality is decentnice looking and bluetooth connectivity value of money product,2
Recording new songs,1
About to get crazy,1
good ok,1
excellent ok,1
worst experience ever! not buy this product quantity issuednot goodand no work,0
Crawling into my den for the night now.,1
not specified good,2
super! super,1
good nice product but light weighted,2
decent product griding issue and too noisy,0
good not good,1
don't waste your money it does not connect to smart tv,0
waste of money! dis speakers not working,0
awesome best for mbbs students,2
  no water park today? made me jealous looking at that pic,0
wonderful good,2
It is kind of lonely when nobody will answer their phone.,0
classy product very good quality thanks flipkart,2
worth the money okk,1
don't waste your money worst ever tablet build quality is very cheap heat up too fast and viewing experience is also average considering its price it totally waste of money,0
fabulous! day 3 nearly 60 germinationwill update again,2
terrific purchase so many high quality product i like it so much and with high quality and bass is to much high i like it so much who wont to by this speaker you can go for it 100,2
awesome i love boat,2
horrible didnt like two features1no water level indicator2 no tds adjustment,0
at the drive ins with daa crewww,1
nice product good one,2
does the job just ok,1
decent product the tilt angle suitable to decant the drum cannot be possible on plain surfaceif machine is placed higher over an edge the tilt angle is achieved but drum is inside the frame making it impossible for the vessel to be placed below the drumoverall stand design need to be improvised,1
fabulous! good,2
"Mmmm, shower.",1
Wow Derek Rose got a next student to do his SATs.  so what now? He can`t play no more?,1
waste of money! some seeds did not germinate those are chrysanthemum holyhock corn flower delphinium salvia etc out of 40 varities nearly 15 varities are not of good quality i am not satisfied,0
Just saw Star Trek...one word: BombTastic!!! Go see it if you haven`t already. P.S. I love Jon Cho!!! Haha,2
Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,1
highly recommended amazing product by apple just loved it,2
super! great product,2
Traffic backed up inbound Lincoln tunnel,1
highly recommended excellent,2
" the music in the trailer was terrible imo, cheesy handbag house. I was expecting some dnb or hard house",0
sinus headaches suck big time!,0
Happy Mothers Day to Heidi Klum,2
useless product very very very slow performance iam not satisfied,0
could be way better bad performance,0
nice writing after using two months good product but some time remote completely not working have to use my mobile to turn off and on again on start lagging always u hv to wait for some time and now screen blinking start suddenly and its continue blinking you hv to restart again wifi range is also weak,0
brilliant too good value for money,2
worthless not good product use less product,0
 testing.... Hey! I gotta add you as someone to follow,1
"Now i`ve got 3 new frens-frm Germany,Mexico n France  havin dinner 2gather 2nite.",1
not recommended at all very bad product when we put hot food it will broke,0
 Absolutely,1
classy product good,2
just wow! good,2
nice too small size plates,0
bad quality prosceremic coating internallywork for day to day usuagegood build qualityconshandle to open door rather push buttonno coating plate providedno dial for timer and for even 10 minutes times you have to press 60 times,1
hated it! not support after shell warranty,0
not specified ok,1
simply awesome nice twin pack,2
bad quality too much time taken in heating of water,0
expected a better product product delivered and installed just before the lockdown started just 1month passed the chimney stopped working the motor is making noise and no suction at all dont know what to do,0
Oh how today sucks....,0
does the job ok,1
terrible product quality no more gd,0
worth every penny exllent book,2
useless product i ordered on 1st december 5799 and on 2nd dec price stands at 5699 what the heck type of pricing is this the rating is only based on the flipkart and its policy not the product,0
 it was fun  Ate at mas.Thanks!!  Good luck w/ ur showing tomorrow.,0
good quality product ok,1
utterly disappointed door not working,0
just wow! table is very good and sturdy but delivery boy upset me very muchafter so many calls he deliverd the product to me flipkart should do something about it,0
terrific good,2
nice good one worth money,2
 I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,1
" Hehehe  I didn`t really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in",1
 I`m gonna miss the show  at whitby for the weekend! btw i love your show! Radio 1 is always on! ly x,1
bad quality quality of product is very disappointing overall product finishing is very bad,0
highly recommended excellent picture quality and sound,2
someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent,1
classy product very very nice,2
does the job ok,1
Off to rehearsal for the Rob DeLucca thingy next month. Nothing like learning new songs last minute,1
bad quality this model has some issue as i need to reset it everyday of it goes offline and there is no wifi connection otherwise range and coverage is good for a 2bhk flat if u keep it in the centre room of the house,0
does the job good,2
must buy! best quality productsworking smoothly with inverter,2
brilliant awesome,2
very poor wash process is very average it takes water only for once during the entire rinse stage normally in all other washing machines the water is taken for 3 times like once inwash stage and twice in rinse stage but this one takes water only 2 times during the entire washing process like once is wash stage and other in rinse stage leaving the clothes unclean for low priced items have to compromise with quality,1
waste of money! worst item didnt even last for 2 weeks,0
absolute rubbish! the product stopped working for the second time in 2 months it just stops filtering and works after few days but the second time its not fixed,0
good its ok,1
worth the money product is good but they are not giving sediment filter along with the rofr sediment have paid 700 installation charges when service is free thn why ur taking money in the name of free serviceur using uv filteration name with just a light rest is fine water taste is good,2
terrific purchase nice product,2
 seems to have disappeared out of my life,0
On my way to work! I`m runnin late and I`m sooooo tired!,0
So over it!,1
just wow! mind blowing purchasing,2
just okay bad,0
perfect product! even though its have 2k display ppi is less sound quality is brilliant price is little bit on higher side considering price the display should have atlest 90 hz refresh rate camera is above average and flash is missing overall its good purchase,2
classy product awesome speed upto 142mbps,2
fabulous! same as shown,2
wonderful amazing product,2
nice product is good but packing is worst,0
just okay very bad,0
highly recommended excellent,2
good quality product ok,1
very disappointed in him    gonna have to sleep it off....,0
fair ok,1
just drove with my mom and brynn. my mom said im the worst driver EVER...really??,0
needs to see a band live.. **** Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?,1
Hum -1 for Bill Bailey,1
not specified very bad qwality please dont buy i recommend,0
"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?",1
very poor i bought this for long hair but it did opposite action my and my family members hair fall start i use it 2 moths than stops because soo much hair fall in my view dont use again,0
good quality product gudbut light is not inside,1
395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3,1
simply awesome very nice dyper thanks flipkart,2
expected a better product germination rate very poor,0
not specified wastage of moneydo not buy this the digital watch will be able to stay oi its correct time and the main thing is that there is no bracelet in it,0
must buy! nice,2
very poor very bad product waste of money bad in frame and hate the almunium frame of cycle,0
very hard ball bought it after reading a lot of favourable reviews was disappointed on using it it is very hard even for adult people feels like you are hitting a stone stay away from this unless you are playing with metal legs,0
very good not upto the mark,1
bad quality parts quality is very poor need to replace parts after every two months,0
Layin n bed with a headache  ughhhh...waitin on your call...,0
will be doing all the chores just for her mama,1
value-for-money the market specification of 15 tb doesnt match with the actual technical specification of 15 tb you get 15x1000x1000x1000 kb of instead of 15x1024x1024x1024 kb so actual size is about 13 tb,1
not specified poor cloth qouality,0
 I know! But I still want to see it,1
and Mike for bring it to me even tho it was really late and he has to get up at 5am in the morning...,1
 hello hello hello  what u up to tonight??,1
not specified its good product,2
Rumbo a bachilleres,1
  you`re mean to me. You`re gonna have to have pizza tonight or it will go off.,0
perfect product! very nice,2
just wow! very good product,2
very good stylish not otherwise perfomance good,0
i miss my brother.  12 more days till he gets bac to tennessee. he said he was singing 'find my way bac to tennessee' today. haha.,1
best in the market! super product,2
worth the money bad connectivity mirror screening not working,0
i`m going to pig out on ice cream and potato chips,1
pretty good ok ok in this price,1
great product very good,2
based on the similarity between 'May the 4th be with you' and 'May the force be with you' today it`s the 'Star Wars Day',1
does the job nice,1
super! the table is as i expected assembling is easy if you follow the guidelines they have provided they also provided one extra bolts for every set of screws happy with the product highly recommended value for money,2
just got sold out from UP,1
horrible very worst product not at all good product this comes with poor quality damaged scratches poor quality,0
good usefull product,1
_Nessiah Yeah I will  In fifteen minutes or so.,1
" `erocka the ruler` i called you, but i see i gets the no love   whats up with that?",0
useless product verry verry badddddddddddddd products dont pacas the produc,0
waste of money! dont buy this blanket quality is very low poor finishing i have just wasted my money,0
unsatisfactory this is the worst productthe product is not charging at all i need a refund,0
does the job product bat,1
don't waste your money it a very bad prodect,0
terrific purchase before time installation and very quick service a very professional person,2
horrible bad,0
delightful freezer capacity is very less,2
could be way better average,1
awesome nice product,2
worth every penny quality is good than others thank you,2
"catching the last bit of Later with jools .. last in series .. sob, cry",0
good quality product good,2
nice ok,1
worth every penny good,2
I need to sleep for a whole day to recover from this birthday!! I`m getting so old!!,1
i have nothing to do,1
mind-blowing purchase one of the best gaming laptops and the performance is outstanding,2
 i want 2 but i dinna hink it`ll get shown in elgin n got nae1 2 go with(n),1
classy product excellent,2
absolute rubbish! its very panic work and takes more time than a simple steam iron,0
wonderful product and super saver i feel this product is quite good we put all sorts of utensils in this machinethis machine hardly require detergent just 02 table spoons per washit is worth investment as we can now save almost 2500 month which we use to pay to our maidit cleans perfectly all utensils even tea burnt utensils milk utensils only we have to put under wet condition steel or glass utensils cleaned in such a way that it looks almost new wonderful is its steam cleaning best hygiene and smells goo,2
yeah .... just bought tickets for Pearl Jam in August,1
must buy! product is awesome and value for money everything is good but i am not able to connect my phone by screen mirroring at starting phone was connected but after that its not responding kindly solve this issue,2
simply awesome its looks good,2
Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,1
expected a better product plates are too small,1
value-for-money good locking,1
simply awesome nice product,2
moderate showing big images but give a small size product,1
terrible product below avarage not satisfied,0
" good, I`m glad you got there!! I had no 1 to come talk a walk with  LOL. Me, Becky & Holcomb are the only 1s here again LOL",1
did not meet expectations product worrest smell coming running time,0
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I`m not sure if I can sleep at all.",0
absolute rubbish! slow speed,0
fair good,2
" Aww   I know, we used to chat but you became too cool for me ;)",1
decent product helpfuland effactive but i found a problem it was not calling maxim noise,0
terrific excellent product loved it,2
"am hungry.. going to eat... catch up with you guys later & 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",0
not specified ok,1
decent product product was ok but the quality of pipes and plastic need to much better settings of adjustment very hard to joining the ward robe pipesneed to provide the much better,1
so bored...miss everybody already,0
mind-blowing purchase its awesomeloved it thank u flipkart,2
_Brody What is BF ? Is it a glue ?,1
not recommended at all i cant satisfied this item return this item,0
wonderful good product,2
 http://twitpic.com/4wrxq - whens your little gingg getting twitter ? from g + j,1
very poor electricity leakage in this refrigerator and never buy this,0
could be way better too small,1
brilliant osm product more soft,2
 i keep thinking about FOOD! i made myself some tea,1
terrible product not good,0
terrific good product with light weight and fantastic colour my old aged mother is using it and she liked it,2
nice the eye glass is loose it wont stay in position if you dive into the water,0
good product is not bad but the quality of the iron is too bad,1
walk was grand peeps lol feet are really hurting now thought  ****,0
#bgt It`s a shame that the Dreambears won`t get through,0
I hate when it`s cloudy. I either want it to be all sunny or raining. It`s cloudy,0
"Home early, yeh! work to do over the weekend, $%$#@!!!! not happy!!! so much 4 a big1",0
terrific purchase this is origional,1
terrific nice,2
unsatisfactory very bad product,0
not specified best in price value,2
useless product microphone cant hear properly,0
excellent fast charging i give a 5stars,1
not specified 3rd class material,0
" There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids.",0
How freaking cold is it out in Sydney tonight...,1
not recommended at all this is only a show piece dont buy it for perfume,0
Oh man. I have been sick all night. I feel awful.,0
does the job according to priceits okkkkkk,1
brilliant excellent,2
Why am I still upppp????? LOL.  Work in less than 5 hours.,1
does the job better,2
worth the money ok,1
 Keep trying...taking texts all week long...,1
unsatisfactory so bad,0
not recommended at all worst product ever 2nd changed remote still does connect dont go with it waste of money does not work properly,0
The beer buzz is almost gone.. The world has become complicated again,0
 http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,1
not recommended at all size too small they shows in pictures big sizequality not bad,2
bad quality more noise soundtaking more time to gride even a small quantitycant expect this kind of model from barded prestigedont cheat customer by selling this type of products in offer or salewaste of moneyits working like a china peace,0
"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",1
good quality product worth of money,2
does the job nice item and well packed amazing worth of money,2
 hi I`m goin to see you on wednesay at shepards bush,1
wonderful nice,2
"ok, i`m actually going to sleep now =] i`ve been on here only an hour...i tweet far too much already",1
must buy! this product is very good,2
mind-blowing purchase nice product,2
perfect product! very good quality sd card must buy if you need,2
nice too small all plants,1
really nice nice,2
best in the market! ok,1
highly recommended every penny you spent on this bad boy is worth it u will feel a clear sound with soft vibrating bass which is crystal clear nd the mic also gives clear audio outputjust go for it i m sure u will love itignore negative reviews use it for urself u will know the differencei hope this review might help u so give a like if it helps uor dislike it this doesnt help u totally upon youthank you,2
terrific purchase super,2
delightful this pc is beast at this prize,2
Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.,1
 morning,1
nice product nice product,2
great product fast delivery by flipkart and the product is just awesome easy to use no waste of juice and the containers are very userful too,2
super! quality is excellent packaging was great excellent service by flipkart,2
mind-blowing purchase better than the original charger only 2 hour 13 minutes full charge best result in infinix smart 4 plus,2
great product very nice,2
brilliant batter 5 quality 5 design 5 volume 5 bass5,2
horrible poor quality,0
fabulous! nice,2
hated it! not recommended for outdoor usethe quality is very cheap,0
useless product very bad not able to grinde properly,0
 - don`t feel bad. I got a foad for a promotion here too.,0
fair no timer you do not know when it will finish washing clothes,0
highly recommended nice football i will satisfied from this it is very strong and bouncy nice product,2
" most definately! They are having a hard time, cuz I`m so young & never saw this, but I wrkd hard making cars & now I`m disabled",0
 i been coolin and **** ya know me,1
delightful pretty good at its pricegreat sound quality make sure you connect it with good equalizer setting in local market same is sold at inr 2200,2
slightly disappointed heavy load product not accept by my meter,0
wonderful ok,1
decent product ok,1
 aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,1
Feeling pretty tired and lonely,0
fabulous! excellent product,2
 very talented Sam,2
Is revisingg,1
worthless very cheap product feeling waste of money,0
" dammit, no! one tweet from september, noodles is also taken",0
perfect product! super,2
great product gud,2
" staying in, hve June exams 4 docent training class ,need to study  , we hvng zombie movie sunday aftrn, u both shld come over!",1
worst experience ever! pathetic delivery team changed the delivery dates and then the installation is also not done even after committing the time later on they cancelled the installation from their own side without consulting me once,0
brilliant very reasonable jobs on teachnician thanks,2
pretty good good quality product,2
did not meet expectations tubicast not working,0
absolute rubbish! this product is not perfect app also works slow camera is also not correct,0
did not meet expectations stopped working after usage of 2 months,0
"just got a haircut, NOT happy!",0
Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,1
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit,1
"desktop quad-core Win7 boot time = 2`25', laptop dual-core w/ SSD Win7 boot time = 0` 13' => SSD for desktop arrives in 2 days",1
very good just okay,1
unsatisfactory coverage is too less,1
awesome amazing product by flipkart,2
 3000 then ya up with me my friend ... i type too much,1
wants to go home.,1
slightly disappointed the cushions from la verne are extremely soft to the point of being non existent and uncomfortable i generally prefer a cushion with some mass to it but this doesnt add up wanted to return it but just kept it i wouldnt recommend it,0
slightly disappointed cheap bad quality alignment of plate is very bad,0
perfect product! good performance installation and demo,2
is TATTEDDDDD!!!!!!!!!!!!!,1
 You`ve got a deal!,1
terrible product never buy tvs like this,0
terrific purchase excellent,2
must buy! ok,1
decent product bad picture quality,0
waste of money! voice not good,0
ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,0
best in the market! good quality same as shown in picture but slightly different in colour its a bit light,2
does the job this product is good but delivery system failed for this item,0
horrible damage product recvdn after so many calls n chaseups no body taken care of this i reqquest everyone to never buy anything from flipkartvery bad experience i have,0
expected a better product not working,0
" hows the peas doin? if you meet them, tell them i said hello",1
slightly disappointed not a valuable product,0
brilliant very nice,2
has today off! But has to work tomorrow,1
" It isn`t easy!  Be there for support, it is the best thing you can do is offer your love & support! Lost both of mine early",1
mind-blowing purchase heating time is lowwater,1
could be way better average,1
excellent very good product,2
worst experience ever! bad quality,0
very good vey amazingbut bat is test grade,1
fair picture quality is normal,1
does the job over sound grinding better,2
expected a better product avarage slow motion,1
On my way to dazzle bar!!,1
terrific purchase wonderful product,2
worth every penny thanks flipkart good product,2
what am i doing? what can i do?,1
"My jeans that were once two inches too long are now about five inches too long. Holy cow, am I getting shorter?!?",0
decent product good but small set,2
good choice nice,2
 haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,1
must buy! oossmm sd card,2
Cats: unimpressed by thunderstorm. Dog: wishes  would come home,1
nice okay,1
must buy! very good,2
My husband just went fishing   How come knitting keeps you at home?  I need a lady hobby that lets me get out of cooking.,1
brilliant best product at cheap price,2
nice product nice,2
wonderful good quality,2
fair not bad,2
not specified material is not good,0
back home in palmdale. in bed with my mommy,1
does the job this is mat football not suitable for grass soil ground,1
terrible product sole is very poor its not like safety shoe,0
nice product nice but give oneair fill objects,1
very poor bad,0
unsatisfactory dont buy i got damaged product two times i ordered and got damaged product,2
nice key board is osm but tha space key is not working properly,1
 laptop has been handed over to the master. I will be getting it back next weekend - fingers crossed! Will let you know,1
good choice it fits the purpose dont expect too much for this price,1
bad quality the product was not as strong n shown in the pictureupset,0
perfect product! quality is varry good,2
good average quality and ok for this price,2
good choice good,2
overall nice product,2
highly recommended its amazing,2
excellent great table with diy setupyou get the screw with the driver in it and its easy to assemble value for the price great packaging by the seller,2
cavs got lucky 2night  lol but lebron took over and killed em another triple double,1
Oh no.... Trouble in paradice,0
could be way better not good,0
best in the market! nice product,2
terrific purchase good product,2
good good product but depands on water pressure from supplyif supply pressure is high then only jet pressure is good,0
not recommended at all low quality plastic and metal,0
classy product amazing product,2
fair ok,1
did not meet expectations product heatsup just after using for two minutes,0
very poor dont button,0
everything is good except that neck shot and Steve`s back of the head shot!,1
useless product wast bad,0
waste of money! i want my money back this power bank is not even fully charge my redmi 9 power smartphone my mobile have 5000 battery capacity this power bank have 10000 battery capacity but it cant fully charge my mobile even for a single time,0
pretty good superb product,2
A- on my french paper.,1
bad quality small product,1
worth the money nice multi purpose use,2
could be way better filtration of water not properly done please contact,0
great product decent product in 3000 range,1
Haha. Lacey just shutdown the livestream. Party time,1
mind-blowing purchase oneplus is,1
 are you in KL? I am  up for a drink?,1
" right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",1
its a great buy superb service by flipkart as well as ifb it was delivered in 12hrs and demo was given from ifb in 24 hrs after delivery this microwave oven is very good for a 56 members family i have checked all its facility from convection to grill everything is perfect for me keep it up flipkart and thanks,2
not good low quality,0
worthless hate it very bad quality no conventional mode no grill mode dont buy dont waste your money on this i am saying once again that dont waste your money on it they are not having making the cake in convection mode and chicken making grill mode so please dont buy it,0
very good washing functions is working well but tub cleaning and air dry taking 130 hours time its long,1
" Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x",2
very poor worst inverter that i have ever seen always overload low battery alarm shows when power get restore after 78 hours power cut,0
Ready for Mother`s Day? http://tinyurl.com/dcgeyv,1
not specified very bad im very decipointed,0
value-for-money basic products,1
worth the money bad product,0
fabulous! good,2
 so go back for more,1
excellent nice product with superfine quality great bred great seville,2
does the job design is nice but quality of the product is not up to the level,2
awesome product is really good and nice but i have one problem like there are three speed settings buttons or 2 it is alternate closing and starts,1
 maybe i`ll go one day and thanks i`m all swined out,2
utterly disappointed worst product,0
" I`m glad for you  I`m fine, thanks. Just another night full of M",2
  Chris` baby was born today!,1
useless product motor is not working from the day one dont buy waste of money,2
 oh i see   so what are you having today?? hehe,1
unsatisfactory v baid quality,1
bad quality lid is not good very bad quality,2
good quality product very nice looking and quality,2
excellent this review is after usage of 10 months1 it definitely saved our marriage without maid2 worth a buy for 2 people also 3 you might need to invest in ss utensils glassetc and and ditch aluminumwe bought midea after a long research of 3 months comparing with bosch lg etc you get better than what you pay fori used with both tablets and powder but tablet works the best i use finish tablet and you get to understand where to put which utensil itll take a bit of experience to,2
just okay the product is very heat its using time,1
terrible product bad product,0
terrific purchase nice,2
fair laptop is good under 60k is good but screen quality and speaker quality not up to mark there is no base in voice i suggest you to go for lenovo because of camera shutter and good speaker i choose this bcoz of budget and hdd slot msi bravo 15 is amazing but absence of hdd slot thats why i choose this,2
simply awesome good,2
" Never touched a drop, me!",1
fabulous! value for money champ,2
not recommended at all very bad product bad quality low air flow not useful product waist money before 100 time think purchasing this product this product r not refundable all flipkart assistant was misguid,0
 Same here  Mmmm... Macrina Bakery.,1
_carter Vid is marked private..,1
awesome nice products,2
brilliant super nice product thanks,2
 1 month ahaha. AND i dunno if I can go tomorrow LMAO cause i went today  Freakin filipino parents AHA,1
perfect product! thnku flipcart,1
I have had the William Shatner version of Rocket Man in my head for 3 days now. It`s **** distracting,0
nice product good item,2
slightly disappointed its not so good,0
just okay ok,1
worth the money quality is very good,2
Omfg.lmao.lassetti was right... those bangs did look bad.  lmao,1
"Gettin some fuel, too bad no one is reading this!",0
On the train now. I forgot by charger  that means no whoshere for me today till I get home haha!  but I`d still tweet u guys! ****,1
value-for-money good and light,2
super! super quality by for flipkart i am happy this product,2
absolute rubbish! not ok,0
worth every penny good one,2
not specified look and color,1
wonderful good product and hassle free installment,2
good quality product sound bass all is mind blowing but remote is straight operate just disappointed,0
could be way better a sneaky product you can only use it if you are an occasional user of ur printer it finishes off in a jiffy also one has to buy the color cartridge separately to get it to work very cunning,0
perfect product! value for money,2
wonderful aswm,2
" My friend is a massive Beatles fan, and she wasn`t impressed",0
does the job not working on blue tooth,0
value-for-money this is a good product,1
must buy! good,2
not specified value for money stich quality is okay after market stitching can be done for long usage,2
did not meet expectations not good at all the needle used to stuck everytime in the middle of sewing,0
"Hey dude who turned down a flyer, you`re a poser and not nice",0
worst experience ever! seeds are not germinating,0
horrible very bad,0
Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,0
awesome nice,2
nice product good product its work is awesome it have low power consum,2
great product pros it is working very wellcons bulkier looks,1
worth every penny in this price products was osm go fr it,2
 Ha Ha thanks Tom! I`m such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x,1
unsatisfactory 4 hours charge only 1 charging do not charge full,0
not specified very thin cloth used dont buy,0
had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!,1
utterly disappointed stopped working within 1 week,0
brilliant this book helps me a lotspecially for upsc aspirants beginners this book is sufficient and so easy to read i love this book and thanks a lot for shrushti maam for wrote this book for the aspirants,2
waste of money! dont fix it on the wall waste of cast,0
terrific nice product,2
useless product waste product,0
mind-blowing purchase good product nice work,2
terrible product dont buy this productwaste of money,0
I wish I could see dramafest SO BAD.,0
wonderful good,2
classy product the color and charm of nivia isnt compromised perfect go for it,0
decent product just okay,1
slightly disappointed so so not good quality,0
worthless product is not working,0
 lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S,1
"Cleaning my roooooooooom, about to continue playing with my DSI",1
wonderful good cooler with many features but used low quality plasticotherwise product is very good,2
really nice the product is very good but if i take another lens of 55250mm lens then its amazing so take it for photography and its best for beginners,2
wonderful super cooling,2
" yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha",1
" i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",0
very poor not perfect,0
not specified poor quality no cotton at all very slippery,0
wonderful good charger amoung usb mobile charger,2
value-for-money good,1
worth every penny good set,2
waitin for some Fall out boy,1
" aw, sure thing  their in my thoughts and prayers.",1
brilliant great,2
really nice good product in small budget,2
"partied w/  @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober",1
what do u do when ur dads losing it mentaly and dosent remeber you,1
put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM,1
mind-blowing purchase con heavy weight pros 5 out of 5,1
not specified does the job,1
